es,en,scores,qualify
"Acá en Colombia el país DIFERENTE contemplando la idea de dejarlos salir de las cárceles en el día “para que los pobrecitos trabajen “ y regresen en las noches con su botín , absurdo presidente , saldrían a cometer fechorías","Here in Colombia, the DIFFERENT country contemplating the idea of ​​letting them out of prisons during the day ""so that the poor things work"" and return at night with their loot, absurd president, they would go out to commit misdeeds",-0.2878,negative
@gustavopetrourrego,@gustavopetrourrego,0.0,neutral
Necesitamos un @nayibbukele en COLOMBIA 🔥,We need a @nayibbukele in COLOMBIA 🔥,0.0,neutral
👏👏👏👏👏👏👏👏,👏👏👏👏👏👏👏👏,0.0,neutral
Severo,Severe,-0.3818,negative
En Colombia sacan los presos con abogados del gobierno,"In Colombia, prisoners are released with government lawyers",-0.5106,negative
Presidente Ejemplooo,President Example,0.0,neutral
👏👏😍,👏👏😍,0.0,neutral
"Que Él Presidente Petro, se copie por favor 😢😢","That President Petro, please copy 😢😢",0.3182,positive
👏👏👏,👏👏👏,0.0,neutral
Le di like por error a esta reverenda v3r64,I mistakenly liked this reverend v3r64,0.1531,positive
El presidente que todos necesitamos! ❤️,The president we all need! ❤️,0.0,neutral
Ese si es un presidente no como los de Venezuela Colombia Perú Chile Cuba Rusia Nicaragua Brasil 🤮,That is a president not like those of Venezuela Colombia Peru Chile Cuba Russia Nicaragua Brazil 🤮,-0.2755,negative
Lejos de la sociedad 👏,Away from society 👏,0.0,neutral
👏👏👏👏,👏👏👏👏,0.0,neutral
Lo qué hace falta en Colombia 🇨🇴,What is needed in Colombia 🇨🇴,0.0,neutral
Por favor señor Nayib dar cátedra a los presidentes de sur américa,Please Mr. Nayib give a lecture to the presidents of South America,0.3182,positive
NOS QUEJAMOS Y NOOOOO HACEMOS NADA SOMOS COBARDES,WE COMPLAIN AND NOOOOO WE DO NOTHING WE ARE COWARDS,-0.3612,negative
🇨🇴 necesitamos un presidente como este .,🇨🇴 we need a president like this.,0.3612,positive
El ejemplo a seguir 👏👏👏👏,The example to follow 👏👏👏👏,0.0,neutral
👏🏼,👏🏼,0.0,neutral
Celebran los perros cuando se construyen jaulas para perros? 🤔🤔,Do dogs celebrate when dog crates are built? 🤔🤔,0.5719,positive
Bukele presidente de Colombia 2026 - infinito …!!! 🙏🏼🙌🏼🔥🔥 #Locombia,Bukele president of Colombia 2026 - infinity...!!! 🙏🏼🙌🏼🔥🔥 #Locombia,0.0,neutral
Y petro con ganas de soltar a los bandidos a que nos acribillen por quitarnos un celular,And Petro wanting to release the bandits to riddle us for taking a cell phone from us,0.0,neutral
Este es el que necesitamos en Colombia para acabar con la cantidad de bandidos que hay y que hoy el gobierno protege y defiende. Que tristeza este país,This is what we need in Colombia to put an end to the number of bandits that there are and that today the government protects and defends. How sad this country,-0.128,negative
Como hacen de falta carceles asi aca en colombia,How do we need jails like this here in Colombia,0.3612,positive
🔥🔥🔥,🔥🔥🔥,0.0,neutral
😍👏,😍👏,0.0,neutral
Vis a vis El Salvador 😎,Vis a vis El Salvador 😎,0.0,neutral
Y el de Colombia a sacar delincuentes a la calle y encima de todo a pagarles !!!,And the one from Colombia to take criminals out on the street and above all to pay them!!!,-0.7163,negative
Dios mio el presidente que se necesita en venezuela y en todo el mundo justo con su pueblo 😢,"My God, the president who is needed in Venezuela and throughout the world, just with his people 😢",0.2732,positive
La deuda externa superior al 78% del pib. 🤦🏻‍♂️,External debt greater than 78% of GDP. 🤦🏻‍♂️,0.0,neutral
👏👏👏 tome nota presidente. @gustavopetrourrego,👏👏👏 take note president. @gustavopetrourrego,0.0,neutral
Aprende CV @gustavopetrourrego,Learn CV @gustavopetrourrego,0.0,neutral
"Ddhh, Ongs, m4m3rticos en 3, 2, 1","Human rights, NGOs, m4m3rticos in 3, 2, 1",0.0,neutral
Gobierno colombiano...ahí tiene el ejemplo!,Colombian government... there you have the example!,0.0,neutral
Y aquí Bellavista todavía cayrndose a pedazos y con hacinamiento al 1000,And here Bellavista still falling apart and overcrowded to 1000,-0.1531,negative
"Los que piden lo mismo para Colombia, si entienden el problema judicial de este país no? De que sirve contruir cárceles y mandar gente para allá si el problema estructural sigue latente ?","Those who ask the same for Colombia, do understand the judicial problem in this country, right? What is the use of building prisons and sending people there if the structural problem is still latent?",-0.6966,negative
Este man no está jugando,This man is not playing,-0.1511,negative
Aca en colombia vam a haber gestores de paz. Posteriormente serán miembros activos de la primera línea los cuales mataran y desaparecerán a todo aquel que se atreva a protestar en contra del gobierno.,Here in Colombia there will be peace managers. Later they will be active members of the front line who will kill and disappear anyone who dares to protest against the government.,-0.34,negative
Esa es la que necesita Colombia unas dos,That is what Colombia needs about two,0.0,neutral
👏👏👏👏👏👏👏👏👏,👏👏👏👏👏👏👏👏👏,0.0,neutral
Será q nos lo podrían prestar un ratico?,Could it be that you could lend it to us for a while?,0.0,neutral
👏👏,👏👏,0.0,neutral
👏👏👏 un presidente ejemplar ... 😍,👏👏👏 an exemplary president... 😍,0.0,neutral
Ojalá Colombia coja un ejemplo de este tipo de gestión presidencial,I hope Colombia catches an example of this type of presidential management,0.4404,positive
"Un nayib bukele es lo q Colombia necesita, lastima q sea imposible 😢","A nayib bukele is what Colombia needs, it hurts that it is impossible 😢",-0.4767,negative
Será que no puede venir a Colombia y darles Master 👏👏👏,Could it be that he can't come to Colombia and give them a Master 👏👏👏,0.0,neutral
El Presidente de El Salvador no quiere ser nuestro Presidente?,The President of El Salvador does not want to be our President?,-0.0572,negative
A esto se llama progreso,This is called progress,0.4215,positive
"Como dijo petro, es mejor dejar de castigar los crímenes, con eso automáticamente bajan los informes de criminalidad, que genio este economista","As Petro said, it is better to stop punishing crimes, with that crime reports automatically drop, what a genius this economist",-0.8176,negative
@gustavopetrourrego colombia pa’ cuando ! En. Es de dar bonos !!!,@gustavopetrourrego Colombia for when! In. It is to give bonuses !!!,0.6973,positive
Joda colombia vale 3 tiras,Joda Colombia is worth 3 strips,0.2263,positive
"Así no quieran los derecho humanos, se requiere de.limites claros y fuertes!","Even if they don't want human rights, clear and strong limits are required!",0.7158,positive
"Y petro les quiere pagar un sueldo jajaja, ojalá fuera como bukele","And Petro wants to pay them a salary hahaha, I wish it was like bukele",0.8126,positive
Silvestre Stallone lo puede verificar?,Sylvester Stallone can verify it?,0.0,neutral
850 policías en total con soldados para un mínimo de 5mil cuando empiecen y 40mil reclusos 😢,850 police officers in total with soldiers for a minimum of 5 thousand when they start and 40 thousand inmates 😢,0.0,neutral
"Aca les dan curules en el senado, los nombran gestores de paz y les dan impunidad. 😂 . El gobierno de Colombia es una vergüenza.","Here they give them seats in the senate, appoint them peace managers and give them impunity. 😂 . The Colombian government is a shame.",0.1027,positive
Y este gobierno premia a los bandidos!!! Ser pillo paga,And this government rewards the bandits!!! being a rascal pays,0.6093,positive
Me voy a vivir al salvador 🏃‍♀️🏃‍♀️🏃‍♀️,I'm going to live in El Salvador 🏃‍♀️🏃‍♀️🏃‍♀️,0.0,neutral
@ricardoalvarez88 sería bueno que tu presidente haga algo parecido,@ ricardoalvarez88 it would be good if your president did something similar,0.4404,positive
Cuando en Colombia,When in Colombia,0.0,neutral
"Que buena noticia para el Salvador, mientras tanto en colombia los dejan salir, para que sigan robando y asecinando, dolor de patria.","What good news for El Salvador, meanwhile in Colombia they let them leave, so that they continue stealing and murdering, pain of homeland.",-0.8625,negative
@gustavopetrourrego no vas pa esa?,@gustavopetrourrego aren't you going for that?,0.0,neutral
COMO SERIA PARA TRAERLO PARA COLOMBIA @gustavopetrourrego 🔥,HOW IT WOULD BE TO BRING IT TO COLOMBIA @gustavopetrourrego 🔥,0.0,neutral
👏👏👏👏👏👏👏👏👏👏👏👏👏,👏👏👏👏👏👏👏👏👏👏👏👏👏,0.0,neutral
"Colombia 🇨🇴 te tocó el peor presidente 🤡 , el que nunca hará algo como lo publicado.","Colombia 🇨🇴 you got the worst president 🤡, the one who will never do something like what was published.",-0.7359,negative
Buen ejemplo!!,Good example!!,0.5399,positive
En Colombia les dan Subsidio y Beneficios! A ver si se animan más hampones a delinquir .,In Colombia they are given Subsidies and Benefits! Let's see if more thugs are encouraged to commit crimes.,0.7818,positive
Aunque por cada cárcel debería construir 4 escuelas también,Although for each prison you should build 4 schools as well,-0.296,negative
👏👏👏,👏👏👏,0.0,neutral
👏👏👏👏👏,👏👏👏👏👏,0.0,neutral
La prisión del nuevo orden mundial,The prison of the new world order,-0.5106,negative
Ese e el ejemplo que deben seguir todos los que ocupan el cargo de presidente. Así es que se gobierna 👏👏👏👏,That is the example that all who hold the office of president should follow. This is how it is governed 👏👏👏👏,0.0,neutral
Deberíamos contratarlo para que dirija nuestro país; pero no cumple perfil; aquí solo aceptan a quienes hayan tenido como mínimo una orden de captura.,We should hire him to run our country; but he does not meet the profile; Here they only accept those who have had at least one arrest warrant.,0.0772,positive
Maravilloso 🙌,Wonderful 🙌,0.5719,positive
Pero se leyeron bien? Sin acceso a la prensa??? Por que la prensa no tiene acceso a ese lugar? Que quiere esconder? Y como es que los presos estaran incomunicados? Este señor se me parece a Hitler que miedo!!,"But did they read well? No access to the press Why doesn't the press have access to that place? What do you want to hide? And how is it that the prisoners will be incommunicado? This man looks like Hitler to me, how scary!!",-0.8688,negative
@gustavopetrourrego agarra ejemplo.,@gustavopetrourrego take an example.,0.0,neutral
Toma ejemplo @gustavopetrourrego,Take an example @gustavopetrourrego,0.0,neutral
Que excelencoa este presidente 👏👏👏,How excellent this president 👏👏👏,0.5719,positive
Que agradable sujeto. 👏🏻,What a nice subject. 👏🏻,0.4215,positive
Mientras acá en COLOMBIA los premian con un pago mensual y los van liberar jajajaj @gustavopetrourrego aprenda vea,While here in COLOMBIA they reward them with a monthly payment and they will release them hahaha @gustavopetrourrego learn see,0.8074,positive
